datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2010-01-04,11.7,11.51,11.8,11.5,43853,50974476.0,2.57,-1.54,-0.18,2.27
2010-01-05,11.5,11.6,11.62,11.19,63691,72420046.0,3.74,0.78,0.09,3.29
2010-01-06,11.5,11.6,11.8,11.44,68873,80372994.0,3.1,0.0,0.0,3.56
2010-01-07,11.57,11.24,11.57,11.14,58176,65854781.0,3.71,-3.1,-0.36,3.01
2010-01-08,11.23,11.29,11.32,11.11,30472,34212357.0,1.87,0.44,0.05,1.58
2010-01-11,11.4,11.36,11.46,11.2,37643,42736963.0,2.3,0.62,0.07,1.95
2010-01-12,11.28,11.65,11.66,11.22,51042,58580157.0,3.87,2.55,0.29,2.64
2010-01-13,11.4,11.5,11.85,11.26,63568,73732598.0,5.06,-1.29,-0.15,3.29
2010-01-14,11.45,11.97,11.99,11.45,110179,130578349.0,4.7,4.09,0.47,5.7
2010-01-15,11.98,11.88,12.29,11.81,96987,116379349.0,4.01,-0.75,-0.09,5.01
2010-01-18,11.92,12.33,12.38,11.92,103960,127214943.0,3.87,3.79,0.45,5.37
2010-01-19,12.35,12.26,12.44,12.08,82476,100674485.0,2.92,-0.57,-0.07,4.26
2010-01-20,12.26,11.92,12.7,11.83,133720,164912232.0,7.1,-2.77,-0.34,6.91
2010-01-21,11.92,11.91,12.11,11.61,59650,70783568.0,4.19,-0.08,-0.01,3.08
2010-01-22,11.78,11.53,12.05,11.38,59336,69339932.0,5.63,-3.19,-0.38,3.07
2010-01-25,11.54,11.51,11.74,11.49,24331,28235907.0,2.17,-0.17,-0.02,1.26
2010-01-26,11.65,10.9,11.74,10.68,43259,48777664.0,9.21,-5.3,-0.61,2.24
2010-01-27,10.91,10.53,10.98,10.47,39017,41530398.0,4.68,-3.39,-0.37,2.02
2010-01-28,10.52,10.7,10.76,10.5,24071,25605020.0,2.47,1.61,0.17,1.24
2010-01-29,10.65,10.93,11.04,10.56,35806,38997410.0,4.49,2.15,0.23,1.85
2010-02-01,10.81,11.3,11.33,10.81,51499,57393970.0,4.76,3.39,0.37,2.66
2010-02-02,11.44,11.3,11.62,11.2,57925,66247833.0,3.72,0.0,0.0,2.99
2010-02-03,11.3,11.6,11.73,11.0,53954,61685376.0,6.46,2.65,0.3,2.79
2010-02-04,11.6,11.86,12.0,11.51,68332,80695367.0,4.22,2.24,0.26,3.53
2010-02-05,11.59,11.62,11.83,11.5,52061,60621400.0,2.78,-2.02,-0.24,2.69
2010-02-08,11.47,11.39,11.59,11.28,23625,26936687.0,2.67,-1.98,-0.23,1.22
2010-02-09,11.55,11.49,11.86,11.36,27837,32341949.0,4.39,0.88,0.1,1.44
2010-02-10,11.51,11.49,11.7,11.33,16043,18332303.0,3.22,0.0,0.0,0.83
2010-02-11,11.51,11.35,11.53,11.29,23898,27194500.0,2.09,-1.22,-0.14,1.24
2010-02-12,11.35,11.39,11.57,11.3,14004,15987403.0,2.38,0.35,0.04,0.72
2010-02-22,11.41,11.75,11.85,11.28,47759,55893869.0,5.0,3.16,0.36,2.47
