datetime,open,close,high,low,volume,turnover,amplitude,pricelimit,change,turnoverratio
2010-01-04,76.49,73.48,76.61,73.4,13072,97023032.0,4.22,-3.34,-2.54,1.19
2010-01-05,73.8,73.21,74.2,72.9,15858,116455616.0,1.77,-0.37,-0.27,1.45
2010-01-06,73.18,72.6,73.7,72.4,14614,106863152.0,1.78,-0.83,-0.61,1.34
2010-01-07,72.65,72.5,73.59,71.9,8808,64005148.0,2.33,-0.14,-0.1,0.8
2010-01-20,74.73,70.05,75.0,69.9,19099,136777328.0,7.03,-3.38,-2.45,1.75
2010-01-21,70.05,73.02,74.3,70.0,25549,184821024.0,6.14,4.24,2.97,2.33
2010-01-22,72.5,70.57,72.5,69.8,14545,102816952.0,3.7,-3.36,-2.45,1.33
2010-01-25,70.4,68.9,70.4,68.22,9847,67945968.0,3.09,-2.37,-1.67,0.9
2010-01-26,68.9,69.1,69.99,68.88,11480,79688232.0,1.61,0.29,0.2,1.05
2010-01-27,68.78,69.1,69.6,67.35,9822,67392424.0,3.26,0.0,0.0,0.9
2010-01-28,69.05,70.9,71.64,68.1,6502,45741724.0,5.12,2.6,1.8,0.59
2010-01-29,70.45,71.7,72.26,70.45,7562,53965664.0,2.55,1.13,0.8,0.69
2010-02-01,71.5,72.26,72.8,71.2,7094,51124448.0,2.23,0.78,0.56,0.65
2010-02-02,72.18,71.4,72.7,71.3,7750,55578916.0,1.94,-1.19,-0.86,0.71
2010-02-03,70.66,70.92,72.38,70.5,7091,50356980.0,2.63,-0.67,-0.48,0.65
2010-02-04,70.51,70.79,71.98,69.5,8661,61023764.0,3.5,-0.18,-0.13,0.79
2010-02-05,69.24,70.01,70.78,69.24,6534,45741500.0,2.18,-1.1,-0.78,0.6
2010-02-08,70.0,70.1,70.38,69.6,3889,27208818.0,1.11,0.13,0.09,0.36
2010-02-09,70.25,71.14,71.2,69.52,2408,17074340.0,2.4,1.48,1.04,0.22
2010-02-10,71.14,71.9,72.08,71.02,2084,14898523.0,1.49,1.07,0.76,0.19
2010-02-11,72.01,71.91,72.01,71.35,2707,19446220.0,0.92,0.01,0.01,0.25
2010-02-12,71.81,71.06,72.19,71.05,4142,29595140.0,1.59,-1.18,-0.85,0.38
2010-02-22,71.05,69.4,71.05,69.25,12604,88119576.0,2.53,-2.34,-1.66,1.15
2010-02-23,69.33,69.56,69.99,69.2,7177,49861620.0,1.14,0.23,0.16,0.66
2010-02-24,69.0,71.48,71.51,69.0,7020,49635576.0,3.61,2.76,1.92,0.64
2010-02-25,71.47,70.88,71.47,70.45,14703,104016672.0,1.43,-0.84,-0.6,1.34
2010-02-26,71.11,70.4,71.2,70.38,8396,59236452.0,1.16,-0.68,-0.48,0.77
2010-03-01,70.3,70.1,70.88,70.0,7128,49939500.0,1.25,-0.43,-0.3,0.65
2010-03-02,70.11,69.83,70.42,69.45,4861,33899548.0,1.38,-0.39,-0.27,0.44
2010-03-03,69.8,70.0,70.0,69.02,6910,47985904.0,1.4,0.24,0.17,0.63
2010-03-04,70.0,69.44,70.0,68.66,7192,49873892.0,1.91,-0.8,-0.56,0.66
2010-03-05,68.73,69.29,69.44,68.7,5831,40268364.0,1.07,-0.22,-0.15,0.53
2010-03-08,69.27,68.0,69.39,67.09,6497,44273192.0,3.32,-1.86,-1.29,0.59
2010-03-09,68.17,68.66,69.12,67.11,16800,114808744.0,2.96,0.97,0.66,1.54
2010-03-10,68.18,68.92,69.19,68.18,8124,55923836.0,1.47,0.38,0.26,0.74
2010-03-11,68.99,69.18,69.24,68.4,2347,16172495.0,1.22,0.38,0.26,0.21
2010-03-12,69.35,69.19,69.55,68.7,4450,30735778.0,1.23,0.01,0.01,0.41
2010-03-15,69.2,67.56,69.36,67.26,4234,28963028.0,3.04,-2.36,-1.63,0.39
2010-03-16,67.56,68.33,69.18,67.0,8862,60407084.0,3.23,1.14,0.77,0.81
2010-03-17,68.01,68.49,68.5,67.51,4381,29851988.0,1.45,0.23,0.16,0.4
2010-03-18,68.79,68.32,68.88,68.03,2416,16583855.0,1.24,-0.25,-0.17,0.22
2010-03-19,68.5,68.28,68.79,68.11,3180,21752566.0,1.0,-0.06,-0.04,0.29
2010-03-22,68.28,67.91,68.78,67.8,3931,26829544.0,1.44,-0.54,-0.37,0.36
2010-03-23,68.11,67.28,68.24,67.16,6304,42545232.0,1.59,-0.93,-0.63,0.58
2010-03-24,67.28,68.09,68.22,67.28,5863,39699168.0,1.4,1.2,0.81,0.54
2010-03-25,68.09,67.16,68.1,67.0,6392,42908984.0,1.62,-1.37,-0.93,0.58
2010-03-26,67.0,67.11,67.79,66.73,1942,13071106.0,1.58,-0.07,-0.05,0.18
2010-03-29,67.11,68.62,68.68,67.1,5894,40194268.0,2.35,2.25,1.51,0.54
2010-03-30,68.09,67.74,68.7,67.57,3312,22484606.0,1.65,-1.28,-0.88,0.3
2010-03-31,67.74,67.18,68.0,66.9,8480,56882908.0,1.62,-0.83,-0.56,0.77
2010-04-01,67.2,68.97,68.97,67.05,7767,52918060.0,2.86,2.66,1.79,0.57
2010-04-02,68.94,67.45,68.95,67.4,9721,65905436.0,2.25,-2.2,-1.52,0.72
2010-04-06,67.98,67.5,68.35,67.21,8354,56477380.0,1.69,0.07,0.05,0.62
2010-04-07,67.6,67.6,67.88,67.1,8152,54917716.0,1.16,0.15,0.1,0.6
2010-04-08,67.58,68.5,68.5,67.2,10253,69412064.0,1.92,1.33,0.9,0.76
2010-04-09,68.61,70.09,70.58,68.5,18562,129062944.0,3.04,2.32,1.59,1.37
2010-04-12,70.2,69.89,70.5,68.86,16537,114762200.0,2.34,-0.29,-0.2,1.22
2010-04-13,69.87,71.0,72.3,69.0,14767,104860896.0,4.72,1.59,1.11,1.09
2010-04-14,71.7,71.63,72.0,70.86,10394,74271736.0,1.61,0.89,0.63,0.77
2010-04-15,71.68,71.6,72.67,71.01,6571,47330556.0,2.32,-0.04,-0.03,0.48
2010-04-16,72.2,73.54,74.4,72.2,11931,87592512.0,3.07,2.71,1.94,0.88
2010-04-19,74.5,71.65,74.5,71.3,10765,78238624.0,4.35,-2.57,-1.89,0.79
2010-04-20,71.45,74.04,74.15,70.21,10369,75448016.0,5.5,3.34,2.39,0.76
