trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,10.8,11.9,8.9,9.85,10.7,-0.85,-7.9439,37732.52,41092.421,6.01,11.9,7.77,9.34,10.2,10.63,11.13,9.99,36.52
20231220,10.17,10.73,10.08,10.7,10.1,0.6,5.9406,24646.97,25814.175,6.01,10.9,7.65,9.11,10.09,10.45,10.57,9.79,99.38
20231219,10.29,10.56,9.93,10.1,10.34,-0.24,-2.3211,13778.78,13995.255,6.01,10.9,7.65,9.05,9.73,10.3,10.43,9.63,65.86
20231218,10.0,10.57,10.0,10.34,9.88,0.46,4.6559,22015.16,22623.523,6.01,10.9,7.65,9.02,9.67,10.28,10.42,9.58,89.69
20231215,9.78,9.95,9.27,9.88,9.65,0.23,2.3834,18804.82,18201.348,6.01,10.9,7.65,8.99,9.58,9.82,10.2,9.43,88.57
20231214,9.53,9.9,9.42,9.65,9.43,0.22,2.333,22402.01,21776.015,6.01,10.9,7.65,8.93,9.49,9.94,10.34,9.38,63.27
20231213,9.06,9.68,9.02,9.43,9.14,0.29,3.1729,20650.75,19472.028,6.01,10.9,7.63,8.87,9.32,10.07,10.41,9.31,58.5
20231212,9.01,9.19,8.78,9.14,9.05,0.09,0.9945,11654.88,10475.332,6.01,10.9,7.62,8.74,9.24,10.16,10.45,9.33,42.65
20231211,9.3,9.45,8.78,9.05,9.72,-0.67,-6.893,21634.4,19820.957,6.01,10.9,7.62,8.73,9.39,10.21,10.48,9.42,26.79
20231208,9.15,10.9,9.09,9.72,9.08,0.64,7.0485,32626.23,32720.571,6.01,10.9,7.58,8.47,9.75,10.29,10.52,9.54,48.2
20231207,8.6,9.31,8.6,9.08,8.68,0.4,4.6083,11989.37,10795.862,6.01,10.87,7.2,7.79,8.84,9.7,10.16,8.79,65.53
20231206,8.72,9.5,8.51,8.68,8.77,-0.09,-1.0262,13217.43,11877.399,6.01,10.87,7.19,7.75,8.72,9.81,10.19,8.76,48.49
20231205,7.99,8.91,7.88,8.77,7.99,0.78,9.7622,15456.24,13169.573,6.01,10.87,7.17,7.71,8.58,9.85,10.19,8.76,55.92
20231204,7.8,8.09,7.53,7.99,7.83,0.16,2.0434,7633.97,6001.023,6.01,10.87,7.11,7.66,8.88,9.94,10.23,8.81,28.02
20231201,8.37,8.6,7.66,7.83,8.37,-0.54,-6.4516,10495.65,8521.051,6.01,10.87,7.1,7.66,8.93,9.96,10.24,8.83,21.13
20231130,8.48,8.77,7.89,8.37,8.6,-0.23,-2.6744,13824.12,11542.746,6.01,10.87,7.09,7.65,8.99,9.98,10.25,8.86,36.64
20231129,9.55,9.93,8.14,8.6,9.58,-0.98,-10.2296,22579.28,20305.339,6.01,10.87,7.06,7.64,9.06,10.01,10.27,8.85,38.01
20231128,9.88,10.5,9.41,9.58,10.47,-0.89,-8.5005,27867.97,27719.818,6.01,10.87,6.99,7.61,9.08,10.04,10.29,8.83,68.39
20231127,9.99,10.66,9.21,10.47,9.43,1.04,11.0286,67093.47,68086.046,6.01,10.87,6.87,7.58,8.93,9.96,10.28,8.7,98.73
20231124,7.88,9.99,7.68,9.43,7.87,1.56,19.8221,40929.93,35756.151,6.01,10.87,6.6,7.48,8.11,9.24,9.42,8.24,95.06
20231123,7.98,8.27,7.41,7.87,7.86,0.01,0.1272,21893.14,17472.397,6.01,10.87,6.4,7.42,7.95,9.22,9.4,8.14,46.47
20231122,7.1,7.99,7.1,7.86,7.24,0.62,8.5635,18178.17,13843.41,6.01,10.87,6.38,7.39,7.97,9.24,9.4,8.17,46.57
