trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,his_low,his_high,cost_5pct,cost_15pct,cost_50pct,cost_85pct,cost_95pct,weight_avg,winner_rate
20231221,6.27,6.44,5.5,5.61,6.27,-0.66,-10.5263,50382.64,30437.052,3.69,6.99,5.31,5.65,6.01,6.21,6.27,5.93,13.64
20231220,6.1,6.29,6.04,6.27,6.11,0.16,2.6187,35090.0,21767.844,3.69,6.99,5.27,5.59,6.01,6.21,6.27,5.92,94.32
20231219,6.18,6.19,5.9,6.11,6.2,-0.09,-1.4516,38393.08,23157.199,3.69,6.99,5.25,5.53,5.97,6.17,6.27,5.88,76.22
20231218,6.08,6.38,6.01,6.2,6.06,0.14,2.3102,60645.44,37664.213,3.69,6.99,5.19,5.49,5.93,6.19,6.29,5.86,85.03
20231215,5.89,6.07,5.79,6.06,5.88,0.18,3.0612,59294.12,35393.265,3.69,6.99,5.03,5.39,5.87,5.99,6.03,5.72,98.52
20231214,5.6,5.96,5.6,5.88,5.63,0.25,4.4405,57578.72,33712.97,3.69,6.99,4.83,5.25,5.53,5.83,5.93,5.5,91.16
20231213,5.44,5.7,5.33,5.63,5.39,0.24,4.4527,36982.18,20686.398,3.69,6.99,4.69,5.13,5.45,5.61,5.93,5.39,86.34
20231212,5.21,5.42,5.21,5.39,5.29,0.1,1.8904,17175.99,9183.755,3.69,6.99,4.55,5.05,5.41,5.59,6.01,5.36,45.61
20231211,5.6,5.67,5.2,5.29,5.55,-0.26,-4.6847,24571.9,13336.743,3.69,6.99,4.51,5.03,5.43,5.61,6.01,5.37,28.91
20231208,5.45,5.64,5.35,5.55,5.4,0.15,2.7778,36295.06,20086.786,3.69,6.99,4.45,4.99,5.43,5.63,6.05,5.36,71.63
20231207,5.17,5.46,5.16,5.4,5.26,0.14,2.6616,30175.99,16180.141,3.69,6.99,4.31,4.85,5.29,5.81,6.17,5.28,67.96
20231206,5.25,5.44,5.15,5.26,5.27,-0.01,-0.1898,25771.62,13662.601,3.69,6.99,4.27,4.81,5.27,5.89,6.21,5.27,49.96
20231205,4.88,5.31,4.78,5.27,4.8,0.47,9.7917,45592.3,23313.141,3.69,6.99,4.23,4.73,5.19,5.97,6.25,5.26,54.06
20231204,4.9,5.01,4.76,4.8,4.97,-0.17,-3.4205,19071.51,9287.122,3.69,6.99,4.21,4.59,5.35,6.01,6.27,5.3,20.9
20231201,5.08,5.18,4.9,4.97,5.06,-0.09,-1.7787,16741.77,8400.88,3.69,6.99,4.19,4.55,5.39,6.01,6.29,5.31,28.94
20231130,5.11,5.32,4.86,5.06,5.19,-0.13,-2.5048,32501.51,16489.694,3.69,6.99,4.19,4.55,5.43,6.03,6.29,5.32,35.54
20231129,5.65,5.82,5.08,5.19,5.69,-0.5,-8.7873,56530.55,30634.226,3.69,6.99,4.19,4.51,5.49,6.05,6.31,5.33,38.11
20231128,6.0,6.28,5.52,5.69,6.03,-0.34,-5.6385,77816.18,46543.737,3.69,6.99,4.17,4.47,5.53,6.07,6.31,5.33,59.73
20231127,5.31,6.09,5.21,6.03,5.19,0.84,16.185,111003.51,63353.882,3.69,6.99,4.13,4.39,5.29,6.05,6.33,5.24,83.81
20231124,4.62,5.19,4.62,5.19,4.71,0.48,10.1911,55876.09,28057.139,3.69,6.99,4.05,4.33,4.99,6.13,6.37,5.14,58.95
20231123,4.8,5.09,4.61,4.71,4.7,0.01,0.2128,36973.66,17954.438,3.69,6.99,4.05,4.29,5.01,6.17,6.37,5.16,32.43
20231122,4.28,4.72,4.2,4.7,4.26,0.44,10.3286,31484.1,14248.089,3.69,6.99,4.03,4.27,5.09,6.17,6.39,5.19,34.13
20231121,4.07,4.48,4.07,4.26,4.04,0.22,5.4455,20133.8,8654.642,3.69,6.99,4.03,4.27,5.23,6.19,6.39,5.22,14.58
20231120,4.0,4.04,3.96,4.04,3.97,0.07,1.7632,2654.37,1068.574,3.69,6.99,4.03,4.29,5.27,6.21,6.39,5.26,5.75
20231117,3.92,3.97,3.92,3.97,3.94,0.03,0.7614,162.05,63.734,3.69,6.99,4.03,4.29,5.27,6.19,6.39,5.29,3.28
20231116,3.96,3.99,3.91,3.94,3.98,-0.04,-1.005,829.52,327.654,3.69,6.99,4.03,4.29,5.27,6.19,6.39,5.29,2.82
20231115,4.0,4.01,3.96,3.98,3.97,0.01,0.2519,1279.45,510.444,3.69,6.99,4.03,4.29,5.27,6.21,6.39,5.28,3.6
20231114,4.01,4.01,3.93,3.97,3.97,0.0,0.0,275.0,109.194,3.69,6.99,4.03,4.31,5.29,6.21,6.39,5.27,3.16
20231113,3.98,4.01,3.95,3.97,3.95,0.02,0.5063,1168.15,466.693,3.69,6.99,4.05,4.31,5.29,6.21,6.39,5.27,3.15
20231110,3.92,3.95,3.92,3.95,3.93,0.02,0.5089,439.97,173.24,3.69,6.99,4.05,4.31,5.29,6.21,6.39,5.29,2.79
20231109,3.96,3.97,3.91,3.93,3.93,0.0,0.0,1058.96,418.352,3.69,6.99,4.05,4.31,5.29,6.21,6.39,5.3,2.19
20231108,3.87,3.95,3.86,3.93,3.87,0.06,1.5504,5568.56,2174.942,3.69,6.99,4.05,4.31,5.29,6.21,6.39,5.29,2.18
20231107,3.82,3.87,3.82,3.87,3.86,0.01,0.2591,528.43,203.968,3.69,6.99,4.09,4.33,5.31,6.21,6.39,5.3,1.07
20231106,3.8,3.86,3.8,3.86,3.83,0.03,0.7833,607.29,233.31,3.69,6.99,4.09,4.33,5.31,6.21,6.39,5.3,0.99
20231103,3.78,3.83,3.78,3.83,3.82,0.01,0.2618,356.49,135.9,3.69,6.99,4.09,4.33,5.31,6.21,6.39,5.31,0.79
20231102,3.81,3.82,3.75,3.82,3.8,0.02,0.5263,208.36,79.178,3.69,6.99,4.09,4.33,5.31,6.21,6.39,5.31,0.74
20231101,3.77,3.83,3.75,3.8,3.81,-0.01,-0.2625,247.51,93.303,3.69,6.99,4.09,4.33,5.31,6.21,6.39,5.31,0.56
20231031,3.82,3.83,3.76,3.81,3.82,-0.01,-0.2618,401.31,152.596,3.69,6.99,4.11,4.33,5.31,6.21,6.39,5.31,0.53
20231030,3.83,3.83,3.78,3.82,3.8,0.02,0.5263,335.39,127.529,3.69,6.99,4.11,4.33,5.31,6.21,6.39,5.32,0.59
20231027,3.82,3.82,3.74,3.8,3.78,0.02,0.5291,822.87,312.685,3.69,6.99,4.11,4.33,5.31,6.21,6.39,5.32,0.45
20231026,3.75,3.78,3.7,3.78,3.77,0.01,0.2653,560.9,210.103,3.69,6.99,4.13,4.33,5.31,6.21,6.39,5.31,0.29
20231025,3.81,3.81,3.75,3.77,3.75,0.02,0.5333,103.0,38.763,3.71,6.99,4.13,4.33,5.31,6.21,6.39,5.32,0.11
20231024,3.78,3.78,3.75,3.75,3.74,0.01,0.2674,627.18,235.975,3.71,6.99,4.13,4.33,5.31,6.21,6.39,5.32,0.03
